,PMID,is_coi_pred,is_register_pred,is_fund_pred,is_open_code,is_open_data,Disease,Model,Publication_Year,Journal
1,35136763,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,J Family Med Prim Care
3,35094929,True,False,True,False,False,Covid-19,Time Series,2021 Covid-19,J Am Pharm Assoc (2003)
6,35071388,True,False,True,False,False,Lumpy skin disease,Spatiotemporal,2021 Non Covid-19,Front Vet Sci
8,35059369,True,False,True,False,False,Covid-19,Agent-based,2021 Covid-19,Front Public Health
9,35058682,True,False,False,False,False,Covid-19,Compartmental,2021 Covid-19,China Econ Rev
10,35052076,True,False,True,False,False,Covid-19,Time Series,2021 Covid-19,Entropy (Basel)
11,35039781,False,False,True,True,True,Covid-19,Compartmental,2021 Covid-19,J Complex Netw
12,35036527,True,False,True,True,True,Covid-19,Time Series,2021 Covid-19,PeerJ Comput Sci
13,35036159,True,False,True,False,True,Covid-19,Spatiotemporal,2021 Covid-19,PeerJ
14,35028196,True,False,False,False,False,Covid-19,Compartmental,2021 Covid-19,Cureus
15,35010675,True,False,True,False,False,Leprosy,Time Series,2021 Non Covid-19,Int J Environ Res Public Health
16,35010600,True,False,True,False,False,Dengue,Time Series,2021 Non Covid-19,Int J Environ Res Public Health
17,35005324,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Infect Dis Model
18,34988255,True,False,True,False,False,Covid-19,Spatiotemporal,2021 Covid-19,Open Forum Infect Dis
19,34977848,True,False,False,True,True,Covid-19,Agent-based,2021 Covid-19,Lancet Reg Health Am
20,34977844,True,False,False,False,False,Covid-19,Compartmental,2021 Covid-19,Comput Methods Programs Biomed Update
21,34975234,True,False,False,False,False,General (theoretical model),Agent-based,2021 Non Covid-19,Chaos Solitons Fractals
24,34961844,True,False,False,False,False,Covid-19,Time Series,2021 Covid-19,Inform Med Unlocked
25,34961835,False,False,False,False,False,General (theoretical model),Compartmental,2021 Non Covid-19,Eur Phys J Plus
26,34961800,True,False,True,False,False,General (theoretical model),Compartmental,2021 Non Covid-19,Comput Chem Eng
31,34950910,True,False,False,False,True,General (theoretical model),Agent-based,2021 Non Covid-19,Patterns (N Y)
32,34948902,True,False,True,False,False,Covid-19,Spatiotemporal,2021 Covid-19,Int J Environ Res Public Health
33,34938933,True,False,True,False,True,Covid-19,Spatiotemporal,2021 Covid-19,Geohealth
34,34936666,True,False,True,False,True,Covid-19,Spatiotemporal,2021 Covid-19,PLoS One
35,34936650,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,PLoS One
36,34934870,True,False,False,False,False,Covid-19,Compartmental,2021 Covid-19,Infect Dis Model
38,34933883,True,False,True,False,False,Covid-19,Agent-based,2021 Covid-19,CMAJ Open
41,34932560,True,True,True,False,True,Polio,Agent-based,2021 Non Covid-19,PLoS Comput Biol
42,34931157,True,False,True,False,False,Covid-19,Spatiotemporal,2021 Covid-19,Sustain Cities Soc
43,34931105,False,False,True,False,False,General (theoretical model),Compartmental,2021 Non Covid-19,Inf Process Manag
44,34930317,True,False,True,True,True,Multiple different agents,Time Series,2021 Non Covid-19,Malar J
46,34930128,True,False,True,False,False,Malaria,Spatiotemporal,2021 Non Covid-19,BMC Med Res Methodol
48,34923119,True,False,False,False,False,Covid-19,Spatiotemporal,2021 Covid-19,Ann Epidemiol
51,34921175,True,False,True,True,True,Covid-19,Compartmental,2021 Covid-19,Sci Rep
52,34921080,True,False,True,False,False,Covid-19,Spatiotemporal,2021 Covid-19,BMJ Open
54,34919576,True,False,True,True,True,Covid-19,Compartmental,2021 Covid-19,PLoS One
55,34917836,True,False,True,False,False,Influenza illnesses,Time Series,2021 Non Covid-19,J Vet Res
57,34908637,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Math Methods Appl Sci
58,34908636,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Math Methods Appl Sci
60,34908628,False,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Optim Control Appl Methods
61,34907208,True,False,True,False,False,Covid-19,Time Series,2021 Covid-19,Sci Rep
62,34903655,True,False,True,True,True,Covid-19,Spatiotemporal,2021 Covid-19,Proc Natl Acad Sci U S A
63,34901733,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,J Healthc Inform Res
67,34899033,True,False,True,True,True,Covid-19,Spatiotemporal,2021 Covid-19,Trans GIS
69,34898816,False,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Can J Stat
70,34896895,True,False,True,True,True,Covid-19,Compartmental,2021 Covid-19,Epidemics
71,34895497,True,False,False,True,True,Covid-19,Compartmental,2021 Covid-19,Lancet Planet Health
72,34894622,True,False,True,False,False,Covid-19,Time Series,2021 Covid-19,Econ Hum Biol
74,34886507,True,False,True,False,False,Malaria,Time Series,2021 Non Covid-19,Int J Environ Res Public Health
75,34886437,True,False,True,True,True,Covid-19,Spatiotemporal,2021 Covid-19,Int J Environ Res Public Health
77,34882679,True,False,True,True,True,Dengue,Spatiotemporal,2021 Non Covid-19,PLoS Negl Trop Dis
80,34876601,True,False,True,True,True,Covid-19,Time Series,2021 Covid-19,Sci Rep
81,34874981,True,False,True,True,True,Covid-19,Compartmental,2021 Covid-19,PLoS One
82,34872559,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,BMC Med
83,34869960,True,False,True,False,False,Covid-19,Agent-based,2021 Covid-19,Infect Dis Model
84,34865617,True,False,True,False,False,Covid-19,Agent-based,2021 Covid-19,BMC Med Res Methodol
85,34863395,True,False,True,False,False,Multiple different agents,Time Series,2021 Non Covid-19,Mayo Clin Proc
88,34857815,True,False,True,True,True,General (theoretical model),Time Series,2021 Non Covid-19,Sci Rep
89,34856112,False,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Emerg Infect Dis
90,34851954,True,False,True,True,True,General (theoretical model),Compartmental,2021 Non Covid-19,PLoS Comput Biol
93,34848918,True,False,True,False,False,General (theoretical model),Compartmental,2021 Non Covid-19,Physica A
94,34843552,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,PLoS One
95,34841129,True,False,False,False,False,General (theoretical model),Compartmental,2021 Non Covid-19,Infect Dis Model
97,34836505,True,False,True,False,False,Malaria,Time Series,2021 Non Covid-19,BMC Infect Dis
98,34835173,True,False,True,False,False,Covid-19,Spatiotemporal,2021 Covid-19,Vaccines (Basel)
99,34832531,True,False,True,False,False,Multiple different agents,Time Series,2021 Non Covid-19,Pathogens
101,34831706,True,False,True,True,False,Covid-19,Compartmental,2021 Covid-19,Int J Environ Res Public Health
104,34828565,True,False,True,False,False,Covid-19,Agent-based,2021 Covid-19,Healthcare (Basel)
105,34828458,True,False,True,False,False,Covid-19,Agent-based,2021 Covid-19,Healthcare (Basel)
107,34818345,True,False,True,True,True,Covid-19,Compartmental,2021 Covid-19,PLoS One
108,34816266,True,False,True,False,False,Covid-19,Agent-based,2021 Covid-19,medRxiv
109,34815816,False,False,False,False,False,Covid-19,Time Series,2021 Covid-19,Procedia Comput Sci
110,34815733,True,False,False,False,False,Covid-19,Time Series,2021 Covid-19,Soft comput
112,34815616,False,False,False,False,False,Covid-19,Compartmental,2021 Covid-19,Appl Math Model
113,34814729,True,False,True,True,True,Covid-19,Compartmental,2021 Covid-19,J R Soc Interface
114,34814269,True,False,True,False,False,HIV,Agent-based,2021 Non Covid-19,Math Biosci Eng
115,34812421,False,False,True,False,False,Covid-19,Time Series,2021 Covid-19,IEEE Open J Eng Med Biol
116,34812227,False,False,True,False,False,General (theoretical model),Compartmental,2021 Non Covid-19,J Chem Sci (Bangalore)
117,34812204,False,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Socioecon Plann Sci
118,34809606,True,False,True,False,False,Japanese encephalitis,Time Series,2021 Non Covid-19,BMC Infect Dis
119,34809601,True,False,True,False,False,Schistomiasis,Time Series,2021 Non Covid-19,BMC Infect Dis
120,34807943,True,False,True,False,True,Covid-19,Agent-based,2021 Covid-19,PLoS One
121,34803221,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Nonlinear Dyn
122,34803213,False,False,False,True,True,General (theoretical model),Compartmental,2021 Non Covid-19,Eur J Oper Res
127,34798545,True,False,True,True,False,Covid-19,Agent-based,2021 Covid-19,Epidemics
130,34797822,True,False,True,True,True,Vector,Spatiotemporal,2021 Non Covid-19,PLoS Comput Biol
131,34795464,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Math Semesterber
133,34793543,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,PLoS One
134,34793526,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,PLoS One
137,34786422,True,False,False,False,False,Covid-19,Multiple,2021 Covid-19,AIMS Public Health
138,34786328,True,False,True,False,False,Covid-19,Spatiotemporal,2021 Covid-19,Spat Stat
139,34786314,False,False,False,False,False,Covid-19,Spatiotemporal,2021 Covid-19,IEEE Access
140,34785913,True,False,True,False,False,Multiple different agents,Time Series,2021 Non Covid-19,Infect Drug Resist
143,34784350,True,False,True,False,True,Leprosy,Time Series,2021 Non Covid-19,PLoS Negl Trop Dis
144,34782854,False,False,False,False,False,Covid-19,Spatiotemporal,2021 Covid-19,Spat Stat
146,34777944,True,False,True,False,False,General (theoretical model),Compartmental,2021 Non Covid-19,Int J Dyn Control
147,34776626,False,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,J Supercomput
150,34773169,True,False,True,True,False,General (theoretical model),Compartmental,2021 Non Covid-19,Bull Math Biol
151,34770108,True,False,True,False,False,Covid-19,Multiple,2021 Covid-19,Int J Environ Res Public Health
152,34769597,True,False,True,False,False,Covid-19,Time Series,2021 Covid-19,Int J Environ Res Public Health
153,34767837,True,False,True,False,False,Unspecified (super-category),Time Series,2021 Non Covid-19,J Infect
155,34764609,True,False,True,False,False,Covid-19,Agent-based,2021 Covid-19,Appl Intell (Dordr)
156,34764608,True,False,True,False,True,Covid-19,Time Series,2021 Covid-19,Appl Intell (Dordr)
158,34764595,True,False,True,True,False,Covid-19,Compartmental,2021 Covid-19,Appl Intell (Dordr)
159,34764586,False,False,False,False,False,Covid-19,Compartmental,2021 Covid-19,Appl Intell (Dordr)
160,34764574,False,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Appl Intell (Dordr)
161,34764566,False,False,False,False,False,Covid-19,Compartmental,2021 Covid-19,Appl Intell (Dordr)
162,34761122,True,False,True,True,True,General (theoretical model),Compartmental,2021 Non Covid-19,Wellcome Open Res
163,34760863,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Front Public Health
164,34759500,True,False,True,False,False,Covid-19,Agent-based,2021 Covid-19,Indian J Community Med
165,34758451,False,False,False,False,False,Covid-19,Spatiotemporal,2021 Covid-19,Am J Trop Med Hyg
166,34758027,True,False,True,False,True,Resistant bacteria,Spatiotemporal,2021 Non Covid-19,PLoS One
167,34754025,True,False,True,False,True,Covid-19,Agent-based,2021 Covid-19,Sci Rep
168,34750353,True,False,True,True,True,Covid-19,Spatiotemporal,2021 Covid-19,Nat Commun
169,34749630,True,False,True,False,False,Dengue,Compartmental,2021 Non Covid-19,BMC Bioinformatics
170,34746912,True,False,False,True,True,Covid-19,Agent-based,2021 Covid-19,Lancet Reg Health Am
171,34745489,True,False,False,False,False,Covid-19,Compartmental,2021 Covid-19,J Healthc Eng
173,34744294,True,False,True,False,False,Covid-19,Spatiotemporal,2021 Covid-19,Physica A
174,34744261,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Econ Anal Policy
175,34742106,False,False,True,True,False,Covid-19,Compartmental,2021 Covid-19,Epidemics
176,34741093,True,False,False,True,True,Covid-19,Time Series,2021 Covid-19,Sci Rep
177,34737875,True,False,True,False,True,Covid-19,Agent-based,2021 Covid-19,R Soc Open Sci
178,34737874,True,False,True,True,True,Covid-19,Spatiotemporal,2021 Covid-19,R Soc Open Sci
179,34737861,True,False,True,False,False,Schistomiasis,Time Series,2021 Non Covid-19,J Glob Health
180,34734836,True,False,True,False,False,Influenza illnesses,Time Series,2021 Non Covid-19,JMIR Public Health Surveill
181,34732390,True,False,True,False,False,Covid-19,Time Series,2021 Covid-19,BMJ
182,34731173,True,False,True,True,True,Covid-19,Time Series,2021 Covid-19,PLoS One
184,34728898,True,False,True,False,False,Covid-19,Spatiotemporal,2021 Covid-19,Nonlinear Dyn
187,34723982,True,False,True,False,False,Multiple different agents,Time Series,2021 Non Covid-19,PLoS Negl Trop Dis
189,34722381,True,False,True,False,False,Hepatitis B,Spatiotemporal,2021 Non Covid-19,Iran J Public Health
190,34722098,True,False,True,False,False,Covid-19,Spatiotemporal,2021 Covid-19,Eur Phys J Plus
193,34714848,True,False,True,False,True,General (theoretical model),Compartmental,2021 Non Covid-19,PLoS One
194,34714336,False,False,False,False,False,Clostridioides difficile,Time Series,2021 Non Covid-19,JAMA Netw Open
199,34710090,True,False,True,True,False,Covid-19,Agent-based,2021 Covid-19,PLoS Comput Biol
200,34707682,True,False,True,False,False,Influenza illnesses,Compartmental,2021 Non Covid-19,Comput Math Methods Med
201,34705832,True,False,True,True,True,General (theoretical model),Spatiotemporal,2021 Non Covid-19,PLoS Comput Biol
202,34705827,True,False,True,False,True,Taenia solium,Multiple,2021 Non Covid-19,PLoS Negl Trop Dis
203,34703506,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Soc Netw Anal Min
204,34703071,True,False,True,False,False,Covid-19,Spatiotemporal,2021 Covid-19,Cities
205,34697579,False,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Eur Phys J Plus
206,34697362,True,False,False,False,False,Covid-19,Spatiotemporal,2021 Covid-19,Sci Rep
207,34696288,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Vaccines (Basel)
208,34696203,True,False,True,False,False,Influenza illnesses,Compartmental,2021 Non Covid-19,Vaccines (Basel)
209,34695427,True,False,True,False,False,Covid-19,Spatiotemporal,2021 Covid-19,Environ Res
210,34693036,True,False,True,False,True,TB and mycobacteria,Time Series,2021 Non Covid-19,J Clin Tuberc Other Mycobact Dis
211,34692627,True,False,True,False,False,Covid-19,Time Series,2021 Covid-19,Front Public Health
212,34690462,True,False,True,False,False,Covid-19,Time Series,2021 Covid-19,Commun Nonlinear Sci Numer Simul
214,34690432,True,False,True,False,False,Covid-19,Time Series,2021 Covid-19,Neurocomputing
215,34690384,True,False,True,False,True,Covid-19,Compartmental,2021 Covid-19,J Policy Model
216,34688498,True,False,True,False,True,Covid-19,Compartmental,2021 Covid-19,Vaccine
217,34684215,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Pathogens
218,34682590,True,False,True,False,False,Influenza illnesses,Time Series,2021 Non Covid-19,Int J Environ Res Public Health
219,34681090,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Biology (Basel)
221,34679972,True,False,True,False,False,West Nile virus,Spatiotemporal,2021 Non Covid-19,Animals (Basel)
222,34678482,True,False,True,False,False,Covid-19,Agent-based,2021 Covid-19,Comput Biol Med
223,34676263,True,False,False,True,True,Covid-19,Compartmental,2021 Covid-19,Biomed Res Int
224,34674754,True,False,True,False,False,Influenza illnesses,Compartmental,2021 Non Covid-19,Infect Dis Poverty
225,34671103,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Sci Rep
226,34666740,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,BMC Public Health
227,34664000,False,False,True,False,False,Covid-19,Time Series,2021 Covid-19,Comput Human Behav
229,34663279,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,BMC Public Health
230,34659872,False,False,False,False,False,General (theoretical model),Compartmental,2021 Non Covid-19,Dyn Games Appl
231,34658536,True,False,False,False,False,Covid-19,Time Series,2021 Covid-19,Neural Comput Appl
232,34658535,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Neural Comput Appl
233,34653544,True,False,False,False,False,Covid-19,Compartmental,2021 Covid-19,Microb Pathog
234,34650119,True,False,True,False,False,Covid-19,Time Series,2021 Covid-19,Sci Rep
235,34650108,True,False,False,False,True,Unspecified (super-category),Spatiotemporal,2021 Non Covid-19,Sci Rep
236,34648492,True,False,True,True,True,Unspecified (super-category),Time Series,2021 Non Covid-19,PLoS Comput Biol
239,34646110,True,False,True,False,False,Covid-19,Time Series,2021 Covid-19,Appl Soft Comput
240,34642701,False,False,True,False,False,Covid-19,Time Series,2021 Covid-19,medRxiv
241,34642614,True,False,True,True,True,General (theoretical model),Agent-based,2021 Non Covid-19,Comput Soc Netw
242,34642405,True,False,True,True,True,Covid-19,Compartmental,2021 Covid-19,Sci Rep
243,34640986,True,False,True,False,False,Covid-19,Agent-based,2021 Covid-19,Sensors (Basel)
245,34636415,False,False,True,True,False,Mumps,Spatiotemporal,2021 Non Covid-19,Biometrics
246,34630745,False,False,False,False,False,Covid-19,Multiple,2021 Covid-19,Procedia Comput Sci
248,34627998,False,False,True,False,False,HIV,Agent-based,2021 Non Covid-19,Ann Epidemiol
249,34627477,True,False,True,False,False,Malaria,Time Series,2021 Non Covid-19,Lancet Planet Health
250,34627189,True,False,True,False,False,TB and mycobacteria,Spatiotemporal,2021 Non Covid-19,BMC Public Health
251,34625589,True,True,True,False,False,Malaria,Spatiotemporal,2021 Non Covid-19,Sci Rep
252,34624026,True,False,True,False,False,West Nile virus,Spatiotemporal,2021 Non Covid-19,PLoS One
253,34622758,True,False,True,True,True,Covid-19,Compartmental,2021 Covid-19,Euro Surveill
254,34622186,True,False,True,True,True,RSV,Time Series,2021 Non Covid-19,EClinicalMedicine
255,34613527,True,False,True,True,False,Covid-19,Spatiotemporal,2021 Covid-19,Biomech Model Mechanobiol
257,34611391,False,False,True,False,False,Covid-19,Spatiotemporal,2021 Covid-19,Arch Comput Methods Eng
258,34611386,False,False,False,False,False,Covid-19,Compartmental,2021 Covid-19,Indian J Phys Proc Indian Assoc Cultiv Sci (2004)
259,34608351,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Math Comput Simul
261,34607866,True,False,True,False,False,Covid-19,Spatiotemporal,2021 Covid-19,BMJ Open
262,34606524,True,False,False,True,False,Covid-19,Agent-based,2021 Covid-19,JMIRx Med
264,34604831,True,False,False,False,False,Covid-19,Time Series,2021 Covid-19,Comput Methods Programs Biomed Update
265,34601321,True,False,True,False,False,Covid-19,Multiple,2021 Covid-19,Epidemics
267,34600485,True,False,True,False,False,Covid-19,Time Series,2021 Covid-19,BMC Infect Dis
269,34595708,True,False,True,False,False,Covid-19,Spatiotemporal,2021 Covid-19,Environ Sci Pollut Res Int
270,34592277,True,False,True,False,False,Covid-19,Multiple,2021 Covid-19,Sci Total Environ
271,34591897,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,PLoS One
272,34588487,True,False,True,False,False,General (theoretical model),Compartmental,2021 Non Covid-19,Sci Rep
276,34584428,True,False,True,False,False,Covid-19,Time Series,2021 Covid-19,Infect Drug Resist
277,34583564,True,False,True,True,True,General (theoretical model),Time Series,2021 Non Covid-19,J R Soc Interface
279,34575666,True,False,True,True,True,Covid-19,Multiple,2021 Covid-19,J Pers Med
280,34574996,True,False,True,False,False,General (theoretical model),Compartmental,2021 Non Covid-19,Healthcare (Basel)
282,34574592,True,False,True,False,False,Borrelia burgdorferi,Spatiotemporal,2021 Non Covid-19,Int J Environ Res Public Health
283,34574459,True,False,True,False,False,Leishmaniasis,Spatiotemporal,2021 Non Covid-19,Int J Environ Res Public Health
284,34574418,True,False,True,False,False,Dengue,Compartmental,2021 Non Covid-19,Int J Environ Res Public Health
285,34573860,True,False,True,False,False,General (theoretical model),Compartmental,2021 Non Covid-19,Entropy (Basel)
289,34567282,True,False,True,False,False,Covid-19,Time Series,2021 Covid-19,Air Qual Atmos Health
291,34566221,True,False,True,False,False,General (theoretical model),Multiple,2021 Non Covid-19,Future Gener Comput Syst
293,34556681,True,False,True,True,True,Covid-19,Multiple,2021 Covid-19,Sci Rep
296,34551108,False,False,False,False,False,Influenza illnesses,Compartmental,2021 Non Covid-19,J Infect Dis
298,34550465,True,False,True,False,False,General (theoretical model),Compartmental,2021 Non Covid-19,J Math Biol
299,34548702,False,False,True,False,False,Covid-19,Time Series,2021 Covid-19,Soc Sci Q
301,34541519,True,False,True,False,False,Covid-19,Time Series,2021 Covid-19,Front Artif Intell
302,34539296,False,False,True,False,False,General (theoretical model),Compartmental,2021 Non Covid-19,J Appl Math Comput
303,34538991,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Pattern Recognit Lett
305,34534205,True,False,True,True,False,Covid-19,Agent-based,2021 Covid-19,PLoS Comput Biol
306,34529036,True,False,True,True,True,General (theoretical model),Agent-based,2021 Non Covid-19,Bioinformatics
307,34527265,True,False,True,True,True,Covid-19,Compartmental,2021 Covid-19,R Soc Open Sci
308,34525112,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,PLoS One
309,34521916,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Sci Rep
310,34520691,True,False,True,True,True,Dengue,Time Series,2021 Non Covid-19,J R Soc Interface
311,34514293,True,False,True,True,True,Covid-19,Agent-based,2021 Covid-19,Adv Theory Simul
312,34514179,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Heliyon
315,34512104,True,False,True,False,False,Covid-19,Spatiotemporal,2021 Covid-19,Trans GIS
316,34511751,True,False,True,False,False,Covid-19,Time Series,2021 Covid-19,Transp Res Part C Emerg Technol
