,0_x,0_y
"('2019', 'PLoS One')",26,12.037037037037036
"('2019', 'Sci Rep')",20,9.25925925925926
"('2019', 'BMC Infect Dis')",16,7.4074074074074066
"('2019', 'Int J Environ Res Public Health')",15,6.944444444444445
"('2019', 'Epidemiol Infect')",11,5.092592592592593
"('2019', 'PLoS Negl Trop Dis')",11,5.092592592592593
"('2019', 'PLoS Comput Biol')",10,4.62962962962963
"('2019', 'BMC Public Health')",6,2.7777777777777777
"('2019', 'Parasit Vectors')",5,2.314814814814815
"('2019', 'BMJ Open')",3,1.3888888888888888
"('2019', 'Proc Natl Acad Sci U S A')",3,1.3888888888888888
"('2019', 'BMC Med')",2,0.9259259259259258
"('2019', 'Ecohealth')",2,0.9259259259259258
"('2019', 'Emerg Infect Dis')",2,0.9259259259259258
"('2019', 'Epidemiology')",2,0.9259259259259258
"('2019', 'Infect Drug Resist')",2,0.9259259259259258
"('2019', 'J Math Biol')",2,0.9259259259259258
"('2019', 'J R Soc Interface')",2,0.9259259259259258
"('2019', 'J Theor Biol')",2,0.9259259259259258
"('2019', 'Malar J')",2,0.9259259259259258
"('2019', 'Nat Commun')",2,0.9259259259259258
"('2019', 'Proc Biol Sci')",2,0.9259259259259258
"('2019', 'Rev Saude Publica')",2,0.9259259259259258
"('2019', 'Adv Differ Equ')",1,0.4629629629629629
"('2019', 'Am J Epidemiol')",1,0.4629629629629629
"('2019', 'Am J Trop Med Hyg')",1,0.4629629629629629
"('2019', 'BMC Med Res Methodol')",1,0.4629629629629629
"('2019', 'BMC Res Notes')",1,0.4629629629629629
"('2019', 'BMC Vet Res')",1,0.4629629629629629
"('2019', 'Biomath (Sofia)')",1,0.4629629629629629
"('2019', 'Clin Cardiol')",1,0.4629629629629629
"('2019', 'Clin Infect Dis')",1,0.4629629629629629
"('2019', 'Clin Microbiol Infect')",1,0.4629629629629629
"('2019', 'Comput Math Methods Med')",1,0.4629629629629629
"('2019', 'Cost Eff Resour Alloc')",1,0.4629629629629629
"('2019', 'Diagnostics (Basel)')",1,0.4629629629629629
"('2019', 'Ecol Evol')",1,0.4629629629629629
"('2019', 'Emerg Microbes Infect')",1,0.4629629629629629
"('2019', 'Environ Health Perspect')",1,0.4629629629629629
"('2019', 'Epidemics')",1,0.4629629629629629
"('2019', 'F1000Res')",1,0.4629629629629629
"('2019', 'Front Public Health')",1,0.4629629629629629
"('2019', 'Health Econ')",1,0.4629629629629629
"('2019', 'Health Promot Perspect')",1,0.4629629629629629
"('2019', 'Health Secur')",1,0.4629629629629629
"('2019', 'Healthc Inform Res')",1,0.4629629629629629
"('2019', 'Infect Dis Model')",1,0.4629629629629629
"('2019', 'Infect Dis Poverty')",1,0.4629629629629629
"('2019', 'Influenza Other Respir Viruses')",1,0.4629629629629629
"('2019', 'J Acquir Immune Defic Syndr')",1,0.4629629629629629
"('2019', 'J Bras Pneumol')",1,0.4629629629629629
"('2019', 'J Differ Equ')",1,0.4629629629629629
"('2019', 'J Epidemiol Community Health')",1,0.4629629629629629
"('2019', 'J Franklin Inst')",1,0.4629629629629629
"('2019', 'J Infect Dis')",1,0.4629629629629629
"('2019', 'J Int AIDS Soc')",1,0.4629629629629629
"('2019', 'J Int Med Res')",1,0.4629629629629629
"('2019', 'J Math Anal Appl')",1,0.4629629629629629
"('2019', 'J Med Internet Res')",1,0.4629629629629629
"('2019', 'J Postgrad Med')",1,0.4629629629629629
"('2019', 'J Transl Med')",1,0.4629629629629629
"('2019', 'J Travel Med')",1,0.4629629629629629
"('2019', 'J Virol')",1,0.4629629629629629
"('2019', 'JAMA Netw Open')",1,0.4629629629629629
"('2019', 'JMIR Public Health Surveill')",1,0.4629629629629629
"('2019', 'Lancet')",1,0.4629629629629629
"('2019', 'Lancet Glob Health')",1,0.4629629629629629
"('2019', 'Lancet HIV')",1,0.4629629629629629
"('2019', 'Lancet Infect Dis')",1,0.4629629629629629
"('2019', 'Med Sci Monit')",1,0.4629629629629629
"('2019', 'Open Forum Infect Dis')",1,0.4629629629629629
"('2019', 'PLoS Med')",1,0.4629629629629629
"('2019', 'PeerJ')",1,0.4629629629629629
"('2019', 'Philos Trans R Soc Lond B Biol Sci')",1,0.4629629629629629
"('2019', 'Phys Rev E')",1,0.4629629629629629
"('2019', 'R Soc Open Sci')",1,0.4629629629629629
"('2019', 'Rev Esp Sanid Penit')",1,0.4629629629629629
"('2019', 'Rev Soc Bras Med Trop')",1,0.4629629629629629
"('2019', 'Sci Data')",1,0.4629629629629629
"('2019', 'ScientificWorldJournal')",1,0.4629629629629629
"('2019', 'Stat Med')",1,0.4629629629629629
"('2019', 'Tanaffos')",1,0.4629629629629629
"('2019', 'Theor Biol Med Model')",1,0.4629629629629629
"('2019', 'Theor Ecol')",1,0.4629629629629629
"('2019', 'Theor Popul Biol')",1,0.4629629629629629
"('2019', 'Trop Med Health')",1,0.4629629629629629
"('2019', 'Vaccine')",1,0.4629629629629629
"('2019', 'Viruses')",1,0.4629629629629629
"('2019', 'Wellcome Open Res')",1,0.4629629629629629
"('2021 Covid-19', 'PLoS One')",62,7.579462102689487
"('2021 Covid-19', 'Sci Rep')",52,6.356968215158925
"('2021 Covid-19', 'Int J Environ Res Public Health')",27,3.3007334963325183
"('2021 Covid-19', 'Results Phys')",22,2.689486552567237
"('2021 Covid-19', 'Chaos Solitons Fractals')",20,2.444987775061125
"('2021 Covid-19', 'Infect Dis Model')",17,2.078239608801956
"('2021 Covid-19', 'medRxiv')",17,2.078239608801956
"('2021 Covid-19', 'Front Public Health')",15,1.8337408312958436
"('2021 Covid-19', 'BMC Public Health')",13,1.5892420537897312
"('2021 Covid-19', 'Epidemics')",13,1.5892420537897312
"('2021 Covid-19', 'Nonlinear Dyn')",12,1.466992665036675
"('2021 Covid-19', 'BMC Infect Dis')",10,1.2224938875305624
"('2021 Covid-19', 'Int J Infect Dis')",9,1.1002444987775062
"('2021 Covid-19', 'Math Biosci')",9,1.1002444987775062
"('2021 Covid-19', 'PLoS Comput Biol')",9,1.1002444987775062
"('2021 Covid-19', 'PeerJ')",9,1.1002444987775062
"('2021 Covid-19', 'BMJ Open')",8,0.9779951100244498
"('2021 Covid-19', 'Comput Biol Med')",8,0.9779951100244498
"('2021 Covid-19', 'Appl Intell (Dordr)')",7,0.8557457212713936
"('2021 Covid-19', 'Appl Soft Comput')",7,0.8557457212713936
"('2021 Covid-19', 'J Med Internet Res')",7,0.8557457212713936
"('2021 Covid-19', 'Physica A')",7,0.8557457212713936
"('2021 Covid-19', 'Vaccines (Basel)')",7,0.8557457212713936
"('2021 Covid-19', 'Adv Differ Equ')",6,0.7334963325183375
"('2021 Covid-19', 'Biology (Basel)')",6,0.7334963325183375
"('2021 Covid-19', 'J R Soc Interface')",6,0.7334963325183375
"('2021 Covid-19', 'Nat Commun')",6,0.7334963325183375
"('2021 Covid-19', 'Proc Natl Acad Sci U S A')",6,0.7334963325183375
"('2021 Covid-19', 'R Soc Open Sci')",6,0.7334963325183375
"('2021 Covid-19', 'Spat Stat')",6,0.7334963325183375
"('2021 Covid-19', 'Sustain Cities Soc')",6,0.7334963325183375
"('2021 Covid-19', 'Annu Rev Control')",5,0.6112469437652812
"('2021 Covid-19', 'Appl Math Model')",5,0.6112469437652812
"('2021 Covid-19', 'Expert Syst Appl')",5,0.6112469437652812
"('2021 Covid-19', 'Geohealth')",5,0.6112469437652812
"('2021 Covid-19', 'Healthcare (Basel)')",5,0.6112469437652812
"('2021 Covid-19', 'JMIR Public Health Surveill')",5,0.6112469437652812
"('2021 Covid-19', 'Procedia Comput Sci')",5,0.6112469437652812
"('2021 Covid-19', 'Sci Total Environ')",5,0.6112469437652812
"('2021 Covid-19', 'Vaccine')",5,0.6112469437652812
"('2021 Covid-19', 'Commun Nonlinear Sci Numer Simul')",4,0.4889975550122249
"('2021 Covid-19', 'Disaster Med Public Health Prep')",4,0.4889975550122249
"('2021 Covid-19', 'Environ Res')",4,0.4889975550122249
"('2021 Covid-19', 'Environ Sci Pollut Res Int')",4,0.4889975550122249
"('2021 Covid-19', 'Epidemiol Infect')",4,0.4889975550122249
"('2021 Covid-19', 'Eur Phys J Plus')",4,0.4889975550122249
"('2021 Covid-19', 'ISA Trans')",4,0.4889975550122249
"('2021 Covid-19', 'Infect Genet Evol')",4,0.4889975550122249
"('2021 Covid-19', 'Int J Epidemiol')",4,0.4889975550122249
"('2021 Covid-19', 'J Biomed Inform')",4,0.4889975550122249
"('2021 Covid-19', 'Philos Trans R Soc Lond B Biol Sci')",4,0.4889975550122249
"('2021 Covid-19', 'Soft comput')",4,0.4889975550122249
"('2021 Covid-19', 'Spat Spatiotemporal Epidemiol')",4,0.4889975550122249
"('2021 Covid-19', 'Stoch Environ Res Risk Assess')",4,0.4889975550122249
"('2021 Covid-19', 'Viruses')",4,0.4889975550122249
"('2021 Covid-19', 'AIMS Public Health')",3,0.36674816625916873
"('2021 Covid-19', 'Adv Theory Simul')",3,0.36674816625916873
"('2021 Covid-19', 'Am J Trop Med Hyg')",3,0.36674816625916873
"('2021 Covid-19', 'Arch Comput Methods Eng')",3,0.36674816625916873
"('2021 Covid-19', 'BMJ')",3,0.36674816625916873
"('2021 Covid-19', 'Cities')",3,0.36674816625916873
"('2021 Covid-19', 'Clin Infect Dis')",3,0.36674816625916873
"('2021 Covid-19', 'Heliyon')",3,0.36674816625916873
"('2021 Covid-19', 'J Econom')",3,0.36674816625916873
"('2021 Covid-19', 'J Theor Biol')",3,0.36674816625916873
"('2021 Covid-19', 'JAMA Netw Open')",3,0.36674816625916873
"('2021 Covid-19', 'Lancet Reg Health West Pac')",3,0.36674816625916873
"('2021 Covid-19', 'Mater Today Proc')",3,0.36674816625916873
"('2021 Covid-19', 'Math Comput Simul')",3,0.36674816625916873
"('2021 Covid-19', 'Math Methods Appl Sci')",3,0.36674816625916873
"('2021 Covid-19', 'Model Earth Syst Environ')",3,0.36674816625916873
"('2021 Covid-19', 'NPJ Digit Med')",3,0.36674816625916873
"('2021 Covid-19', 'Travel Med Infect Dis')",3,0.36674816625916873
"('2021 Covid-19', 'Ann Epidemiol')",2,0.24449877750611246
"('2021 Covid-19', 'Ann Intern Med')",2,0.24449877750611246
"('2021 Covid-19', 'Appl Netw Sci')",2,0.24449877750611246
"('2021 Covid-19', 'Arab J Sci Eng')",2,0.24449877750611246
"('2021 Covid-19', 'BMC Med')",2,0.24449877750611246
"('2021 Covid-19', 'BMJ Glob Health')",2,0.24449877750611246
"('2021 Covid-19', 'Biomech Model Mechanobiol')",2,0.24449877750611246
"('2021 Covid-19', 'Biomed Res Int')",2,0.24449877750611246
"('2021 Covid-19', 'Clin Epidemiol Glob Health')",2,0.24449877750611246
"('2021 Covid-19', 'Cognit Comput')",2,0.24449877750611246
"('2021 Covid-19', 'Comput Math Organ Theory')",2,0.24449877750611246
"('2021 Covid-19', 'Comput Mech')",2,0.24449877750611246
"('2021 Covid-19', 'Comput Methods Programs Biomed')",2,0.24449877750611246
"('2021 Covid-19', 'Comput Methods Programs Biomed Update')",2,0.24449877750611246
"('2021 Covid-19', 'EClinicalMedicine')",2,0.24449877750611246
"('2021 Covid-19', 'Entropy (Basel)')",2,0.24449877750611246
"('2021 Covid-19', 'Eur J Health Econ')",2,0.24449877750611246
"('2021 Covid-19', 'Euro Surveill')",2,0.24449877750611246
"('2021 Covid-19', 'Front Artif Intell')",2,0.24449877750611246
"('2021 Covid-19', 'GeoJournal')",2,0.24449877750611246
"('2021 Covid-19', 'Health Policy Plan')",2,0.24449877750611246
"('2021 Covid-19', 'Health Sci Rep')",2,0.24449877750611246
"('2021 Covid-19', 'IEEE Open J Eng Med Biol')",2,0.24449877750611246
"('2021 Covid-19', 'Inf Sci (N Y)')",2,0.24449877750611246
"('2021 Covid-19', 'Infect Control Hosp Epidemiol')",2,0.24449877750611246
"('2021 Covid-19', 'Infect Dis Rep')",2,0.24449877750611246
"('2021 Covid-19', 'J Formos Med Assoc')",2,0.24449877750611246
"('2021 Covid-19', 'J Gen Intern Med')",2,0.24449877750611246
"('2021 Covid-19', 'J Healthc Inform Res')",2,0.24449877750611246
"('2021 Covid-19', 'J Math Econ')",2,0.24449877750611246
"('2021 Covid-19', 'J Math Ind')",2,0.24449877750611246
"('2021 Covid-19', 'J Med Virol')",2,0.24449877750611246
"('2021 Covid-19', 'J Public Aff')",2,0.24449877750611246
"('2021 Covid-19', 'JMIR Med Inform')",2,0.24449877750611246
"('2021 Covid-19', 'JMIRx Med')",2,0.24449877750611246
"('2021 Covid-19', 'Lancet Public Health')",2,0.24449877750611246
"('2021 Covid-19', 'Lancet Reg Health Am')",2,0.24449877750611246
"('2021 Covid-19', 'Neural Comput Appl')",2,0.24449877750611246
"('2021 Covid-19', 'Open Forum Infect Dis')",2,0.24449877750611246
"('2021 Covid-19', 'Pattern Recognit Lett')",2,0.24449877750611246
"('2021 Covid-19', 'Philos Trans A Math Phys Eng Sci')",2,0.24449877750611246
"('2021 Covid-19', 'Physica D')",2,0.24449877750611246
"('2021 Covid-19', 'Proc Math Phys Eng Sci')",2,0.24449877750611246
"('2021 Covid-19', 'Public Health')",2,0.24449877750611246
"('2021 Covid-19', 'Rev Soc Bras Med Trop')",2,0.24449877750611246
"('2021 Covid-19', 'Saf Sci')",2,0.24449877750611246
"('2021 Covid-19', 'Sensors (Basel)')",2,0.24449877750611246
"('2021 Covid-19', 'Trans GIS')",2,0.24449877750611246
"('2021 Covid-19', 'Transp Res Part C Emerg Technol')",2,0.24449877750611246
"('2021 Covid-19', 'Value Health')",2,0.24449877750611246
"('2021 Covid-19', 'APMIS')",1,0.12224938875305623
"('2021 Covid-19', 'Afr Health Sci')",1,0.12224938875305623
"('2021 Covid-19', 'Air Qual Atmos Health')",1,0.12224938875305623
"('2021 Covid-19', 'Am J Epidemiol')",1,0.12224938875305623
"('2021 Covid-19', 'Am J Infect Control')",1,0.12224938875305623
"('2021 Covid-19', 'Ann Med')",1,0.12224938875305623
"('2021 Covid-19', 'Ann Oper Res')",1,0.12224938875305623
"('2021 Covid-19', 'Appl Math Comput')",1,0.12224938875305623
"('2021 Covid-19', 'Appl Math Lett')",1,0.12224938875305623
"('2021 Covid-19', 'ArXiv')",1,0.12224938875305623
"('2021 Covid-19', 'Array (N Y)')",1,0.12224938875305623
"('2021 Covid-19', 'BMC Med Inform Decis Mak')",1,0.12224938875305623
"('2021 Covid-19', 'BMC Med Res Methodol')",1,0.12224938875305623
"('2021 Covid-19', 'BMJ Health Care Inform')",1,0.12224938875305623
"('2021 Covid-19', 'Beni Suef Univ J Basic Appl Sci')",1,0.12224938875305623
"('2021 Covid-19', 'Biochem Biophys Res Commun')",1,0.12224938875305623
"('2021 Covid-19', 'Biom J')",1,0.12224938875305623
"('2021 Covid-19', 'Br J Gen Pract')",1,0.12224938875305623
"('2021 Covid-19', 'Bull Math Biol')",1,0.12224938875305623
"('2021 Covid-19', 'Bull Natl Res Cent')",1,0.12224938875305623
"('2021 Covid-19', 'CMAJ')",1,0.12224938875305623
"('2021 Covid-19', 'CMAJ Open')",1,0.12224938875305623
"('2021 Covid-19', 'Can J Stat')",1,0.12224938875305623
"('2021 Covid-19', 'Chem Eng J')",1,0.12224938875305623
"('2021 Covid-19', 'Chemosphere')",1,0.12224938875305623
"('2021 Covid-19', 'China Econ Rev')",1,0.12224938875305623
"('2021 Covid-19', 'Cogn Neurodyn')",1,0.12224938875305623
"('2021 Covid-19', 'Commun Biol')",1,0.12224938875305623
"('2021 Covid-19', 'Comput Biol Chem')",1,0.12224938875305623
"('2021 Covid-19', 'Comput Human Behav')",1,0.12224938875305623
"('2021 Covid-19', 'Comput Intell Neurosci')",1,0.12224938875305623
"('2021 Covid-19', 'Comput Struct Biotechnol J')",1,0.12224938875305623
"('2021 Covid-19', 'Cureus')",1,0.12224938875305623
"('2021 Covid-19', 'Data Brief')",1,0.12224938875305623
"('2021 Covid-19', 'Digit Signal Process')",1,0.12224938875305623
"('2021 Covid-19', 'Ecol Genet Genom')",1,0.12224938875305623
"('2021 Covid-19', 'Econ Anal Policy')",1,0.12224938875305623
"('2021 Covid-19', 'Econ Hum Biol')",1,0.12224938875305623
"('2021 Covid-19', 'Econ Theory')",1,0.12224938875305623
"('2021 Covid-19', 'Emerg Infect Dis')",1,0.12224938875305623
"('2021 Covid-19', 'Engineering (Beijing)')",1,0.12224938875305623
"('2021 Covid-19', 'Environ Int')",1,0.12224938875305623
"('2021 Covid-19', 'Environ Pollut')",1,0.12224938875305623
